#metadata_invoices#;;;;;;;;;;;;;;;
partIndex;1;;;;;;;;;;;;;;
partCreationDate;20/02/2018 22:39;;;;;;;;;;;;;;
totalParts;1;;;;;;;;;;;;;;
totalSubscribers;5000;;;;;;;;;;;;;;
totalInvoices;5000;;;;;;;;;;;;;;
totalSubscriptions;5000;;;;;;;;;;;;;;
formatVersion;1.7.2;;;;;;;;;;;;;;
#globalinvoicedata#;;;;;;;;;;;;;;;
01/03/2018;01/03/2018;18/01/2018;17/02/2018;36/33/4336  3:33:33;17/02/2018 23:59;;;;;;;;;;
24/01/2018 9:15;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;35;35;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 9:17;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 9:50;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 9:58;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;25;25;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 13:01;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;8;8;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 13:01;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;1662;1662;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 13:36;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;434;434;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 14:29;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;43;43;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 16:46;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;12;12;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 16:47;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;39;39;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 17:50;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;261;261;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 19:39;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;14;14;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 19:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;1147;1147;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 20:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;7;7;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 20:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;1167;1167;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 21:01;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;416;416;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 23:11;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;38;38;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
25/01/2018 9:08;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;46;46;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
25/01/2018 9:27;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;446;446;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
25/01/2018 14:31;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;13;13;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
25/01/2018 14:32;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;21;21;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
25/01/2018 15:00;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
25/01/2018 16:46;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;138;138;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
25/01/2018 21:29;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;2;2;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
25/01/2018 22:05;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;40;40;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 9:18;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;8;8;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 9:18;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;12;12;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 9:27;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;56;56;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 9:29;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;402;402;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 9:36;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;123;123;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 9:37;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;VOICE_MO;3422123;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 9:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;11;11;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 9:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 13:15;Call_Mo_HomeNetwork_NA_NatFixed_NA_AllDays;Call_Mo_HomeNetwork_NA_NatFixed_NA_AllDays;VOICE_MO;34613178361;1;32;32;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 13:19;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;31;31;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 16:27;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;57;57;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 16:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;151;151;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 20:50;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 20:50;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;276;276;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 22:07;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;375;375;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
26/01/2018 22:13;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;92;92;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
28/01/2018 18:10;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;205;205;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
28/01/2018 21:36;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;2342;2342;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 5:04;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;24;24;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 9:10;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;31;31;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 9:22;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;48;48;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 9:24;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;1154;1154;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 13:19;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;75;75;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 13:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;8;8;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 13:21;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;705;705;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 14:07;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;27;27;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 16:51;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;304;304;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 19:26;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;28;28;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 19:27;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;8;8;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 19:27;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;53;53;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 19:28;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;37;37;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 19:30;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;54;54;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 20:50;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;267;267;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
29/01/2018 20:55;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;467;467;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 9:33;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;54;54;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 9:34;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;134;134;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 13:12;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;2537;2537;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 13:56;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;108;108;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 14:08;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 14:25;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;6;6;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 14:26;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 14:28;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;16;16;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 14:28;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;60;60;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 17:51;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;54;54;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 17:54;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;2;2;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 17:55;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;36;36;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 19:16;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;2;2;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 19:16;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 19:29;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;7;7;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 19:31;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;6;6;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 19:31;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;10;10;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 19:32;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;185;185;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 20:28;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;5;5;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 20:42;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 20:42;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 20:46;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;5;5;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 20:50;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;9;9;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
30/01/2018 20:51;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 9:59;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;355;355;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 10:05;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;307;307;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 10:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 10:32;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;62;62;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 10:34;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;505;505;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 13:23;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;54;54;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 16:53;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 16:55;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;82;82;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 18:26;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;43;43;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 18:28;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 18:29;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;13;13;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 18:29;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;37;37;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 20:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;35;35;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
31/01/2018 20:44;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;297;297;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 9:05;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;6;6;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 9:06;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;35;35;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 16:27;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 16:28;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;374;374;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 18:24;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;26;26;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 18:24;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;25;25;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 18:34;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;75;75;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 18:51;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;32;32;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 18:57;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;15;15;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 18:58;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;36;36;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 19:15;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;98;98;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 19:17;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;10;10;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
